Order Date,Product Name,Category,Region,Quantity,Sales,Profit,Year,Month,Month_Name,Profit_Margin
2023-01-16,Monitor,Accessories,South,8,928,170.05,2023,1,January,18.32435344827586
2023-09-06,Headphones,Accessories,North,6,4656,673.35,2023,9,September,14.461984536082475
2023-03-29,Headphones,Accessories,North,2,330,21.46,2023,3,March,6.503030303030304
2023-11-01,Camera,Electronics,North,7,1799,274.11,2023,11,November,15.236798221234018
2022-08-25,Printer,Office,East,1,1029,173.61,2022,8,August,16.87172011661808
2022-12-30,Headphones,Accessories,North,8,5432,1619.39,2022,12,December,29.812039764359355
2024-09-04,Camera,Electronics,West,5,5785,1191.11,2024,9,September,20.58962834917891
2024-01-08,Printer,Office,North,1,1062,272.42,2024,1,January,25.65160075329567
2022-12-27,Keyboard,Accessories,North,1,163,22.07,2022,12,December,13.539877300613497
2024-04-14,Smartphone,Electronics,West,9,9162,1625.62,2024,4,April,17.743069198864873
2023-02-10,Printer,Office,East,4,1440,130.24,2023,2,February,9.044444444444446
2023-07-15,Monitor,Accessories,South,5,1465,149.62,2023,7,July,10.21296928327645
2024-10-27,Monitor,Accessories,West,2,366,31.23,2024,10,October,8.532786885245901
2024-07-19,Camera,Electronics,South,5,3135,277.28,2024,7,July,8.844657097288676
2024-03-03,Keyboard,Accessories,North,2,630,161.04,2024,3,March,25.561904761904756
2024-04-12,Monitor,Accessories,South,1,213,42.94,2024,4,April,20.159624413145536
2024-06-20,Monitor,Accessories,North,4,3792,1092.85,2024,6,June,28.819883966244724
2023-06-21,Mouse,Accessories,East,2,1932,109.07,2023,6,June,5.645445134575569
2023-01-25,Keyboard,Accessories,West,4,4152,317.28,2023,1,January,7.6416184971098255
2024-02-17,Smartphone,Electronics,North,7,3612,529.57,2024,2,February,14.661406423034332
2024-09-09,Smartphone,Electronics,East,2,2258,280.76,2024,9,September,12.434012400354295
2022-07-09,Camera,Electronics,South,3,594,47.73,2022,7,July,8.035353535353535
2023-09-01,Headphones,Accessories,West,7,8071,1799.06,2023,9,September,22.290422500309752
2024-03-30,Keyboard,Accessories,North,7,5838,631.45,2024,3,March,10.816204179513534
2024-12-22,Keyboard,Accessories,North,4,692,181.31,2024,12,December,26.20086705202312
2024-09-08,Keyboard,Accessories,South,3,1704,309.06,2024,9,September,18.137323943661972
2023-01-21,Printer,Office,South,5,3235,941.24,2023,1,January,29.095517774343122
2023-10-12,Mouse,Accessories,East,6,4746,545.57,2023,10,October,11.495364517488413
2022-08-01,Smartwatch,Electronics,South,8,7600,788.88,2022,8,August,10.38
2023-11-03,Smartphone,Electronics,West,5,1935,128.01,2023,11,November,6.615503875968992
2023-12-04,Laptop,Electronics,North,3,1638,306.29,2023,12,December,18.699023199023202
2023-06-30,Keyboard,Accessories,West,7,4746,816.6,2023,6,June,17.20606826801517
2023-02-01,Smartphone,Electronics,North,8,4824,1187.93,2023,2,February,24.625414593698178
2022-05-09,Camera,Electronics,South,1,1193,153.72,2022,5,May,12.885163453478626
2023-12-16,Laptop,Electronics,East,2,562,92.94,2023,12,December,16.537366548042705
2022-03-20,Smartphone,Electronics,North,8,6200,1296.84,2022,3,March,20.916774193548385
2024-07-28,Printer,Office,North,8,4128,315.48,2024,7,July,7.642441860465117
2022-03-28,Printer,Office,East,5,5405,326.56,2022,3,March,6.0418131359851985
2024-11-06,Laptop,Electronics,North,3,1371,104.66,2024,11,November,7.633843909555068
2023-01-01,Keyboard,Accessories,West,5,1405,194.33,2023,1,January,13.831316725978649
2023-03-18,Keyboard,Accessories,North,3,1644,158.32,2023,3,March,9.630170316301703
2024-09-18,Mouse,Accessories,West,6,3414,396.92,2024,9,September,11.626244874048037
2024-08-19,Laptop,Electronics,East,8,3272,674.57,2024,8,August,20.61644254278729
2022-06-18,Smartphone,Electronics,North,3,2655,646.91,2022,6,June,24.36572504708098
2022-05-29,Smartwatch,Electronics,West,7,1673,458.32,2022,5,May,27.395098625224147
2022-06-09,Tablet,Electronics,East,2,846,145.09,2022,6,June,17.150118203309695
2023-05-03,Smartphone,Electronics,East,1,985,196.64,2023,5,May,19.963451776649745
2023-11-17,Smartwatch,Electronics,North,9,7551,894.4,2023,11,November,11.844788769699377
2022-02-08,Tablet,Electronics,North,5,855,217.16,2022,2,February,25.398830409356727
2023-10-23,Camera,Electronics,South,2,396,94.55,2023,10,October,23.876262626262626
2022-08-24,Tablet,Electronics,West,8,2296,560.48,2022,8,August,24.411149825783973
2024-05-09,Monitor,Accessories,North,6,1704,199.94,2024,5,May,11.73356807511737
2023-03-12,Smartphone,Electronics,East,2,1180,261.16,2023,3,March,22.13220338983051
2022-10-05,Smartphone,Electronics,East,3,411,55.73,2022,10,October,13.559610705596107
2022-01-19,Mouse,Accessories,East,1,745,151.22,2022,1,January,20.297986577181206
2022-05-09,Printer,Office,West,9,10656,961.3,2022,5,May,9.02120870870871
2024-05-23,Mouse,Accessories,South,3,1494,178.5,2024,5,May,11.947791164658634
2024-07-11,Camera,Electronics,South,5,1755,358.01,2024,7,July,20.3994301994302
2022-08-22,Camera,Electronics,South,9,4941,894.52,2022,8,August,18.104027524792553
2024-11-03,Smartwatch,Electronics,North,6,6510,1539.18,2024,11,November,23.643317972350232
2024-10-11,Smartphone,Electronics,South,5,5465,719.92,2024,10,October,13.173284537968893
2024-11-09,Tablet,Electronics,South,3,3522,285.91,2024,11,November,8.117830777967065
2024-04-01,Tablet,Electronics,West,6,1656,139.86,2024,4,April,8.445652173913045
2022-07-07,Printer,Office,North,5,1255,257.15,2022,7,July,20.490039840637447
2023-06-10,Keyboard,Accessories,East,1,1192,320.13,2023,6,June,26.856543624161073
2023-05-15,Tablet,Electronics,West,5,1925,204.74,2023,5,May,10.635844155844158
2022-06-08,Tablet,Electronics,West,8,1688,337.33,2022,6,June,19.98400473933649
2023-06-26,Headphones,Accessories,South,1,260,16.81,2023,6,June,6.465384615384615
2022-01-19,Monitor,Accessories,West,5,4880,1250.66,2022,1,January,25.628278688524592
2024-04-10,Keyboard,Accessories,West,7,1134,179.74,2024,4,April,15.850088183421517
2022-06-10,Laptop,Electronics,North,9,9621,1201.29,2022,6,June,12.486124103523542
2023-02-03,Monitor,Accessories,South,4,2836,698.83,2023,2,February,24.641396332863188
2023-05-15,Printer,Office,North,9,5859,1153.89,2023,5,May,19.69431643625192
2022-09-11,Smartwatch,Electronics,South,2,2044,460.03,2022,9,September,22.506360078277883
2023-07-01,Monitor,Accessories,South,1,612,174.52,2023,7,July,28.516339869281047
2022-02-18,Smartwatch,Electronics,North,3,1890,492.31,2022,2,February,26.048148148148147
2023-09-30,Smartwatch,Electronics,East,5,2025,168.82,2023,9,September,8.33679012345679
2023-09-04,Printer,Office,South,2,1960,312.06,2023,9,September,15.921428571428573
2022-07-07,Camera,Electronics,North,6,4410,893.27,2022,7,July,20.255555555555553
2024-07-14,Keyboard,Accessories,West,8,8272,2391.88,2024,7,July,28.91537717601548
2022-09-27,Smartwatch,Electronics,West,6,5712,638.29,2022,9,September,11.17454481792717
2024-04-20,Smartwatch,Electronics,North,6,1524,178.36,2024,4,April,11.703412073490814
2024-05-24,Keyboard,Accessories,North,8,5160,1057.41,2024,5,May,20.492441860465117
2024-12-29,Mouse,Accessories,East,4,2956,451.6,2024,12,December,15.277401894451964
2023-05-07,Smartphone,Electronics,West,8,7944,2257.73,2023,5,May,28.420568982880162
2024-09-10,Camera,Electronics,North,5,1815,535.22,2024,9,September,29.488705234159777
2023-03-21,Headphones,Accessories,North,3,2706,546.97,2023,3,March,20.213229859571324
2023-05-05,Laptop,Electronics,North,2,1356,144.18,2023,5,May,10.632743362831858
2023-07-27,Printer,Office,South,6,6384,1189.19,2023,7,July,18.62766290726817
2023-06-13,Smartwatch,Electronics,South,9,4248,964.12,2023,6,June,22.695856873822976
2024-05-02,Monitor,Accessories,North,6,3954,676.82,2024,5,May,17.11734951947395
2024-04-21,Smartphone,Electronics,South,6,7110,739.6,2024,4,April,10.402250351617441
2023-07-25,Headphones,Accessories,South,7,8113,995.03,2023,7,July,12.264637002341921
2023-01-26,Headphones,Accessories,North,3,1830,183.62,2023,1,January,10.033879781420765
2023-01-11,Keyboard,Accessories,West,4,3732,671.19,2023,1,January,17.984726688102896
2024-09-27,Mouse,Accessories,West,6,4062,1087.17,2024,9,September,26.764401772525854
2024-12-03,Smartwatch,Electronics,North,1,496,93.31,2024,12,December,18.8125
2023-08-24,Smartwatch,Electronics,East,4,1104,84.31,2023,8,August,7.636775362318842
2023-05-19,Smartphone,Electronics,West,3,2274,662.0,2023,5,May,29.11169744942832
2022-06-13,Smartwatch,Electronics,North,8,4456,1106.04,2022,6,June,24.821364452423698
2022-08-26,Mouse,Accessories,West,8,4928,1038.18,2022,8,August,21.06696428571429
2023-01-22,Smartphone,Electronics,North,4,1740,224.79,2023,1,January,12.918965517241379
2022-08-08,Headphones,Accessories,North,2,178,31.46,2022,8,August,17.674157303370787
2023-11-19,Printer,Office,East,8,5296,1234.81,2023,11,November,23.315898791540786
2023-06-28,Mouse,Accessories,North,4,4156,847.09,2023,6,June,20.382338787295478
2024-10-09,Printer,Office,North,1,624,106.92,2024,10,October,17.134615384615383
2022-09-04,Smartphone,Electronics,West,4,3892,1052.72,2022,9,September,27.04830421377184
2024-07-18,Mouse,Accessories,South,9,1620,294.6,2024,7,July,18.185185185185187
2022-09-22,Mouse,Accessories,West,3,2250,301.97,2022,9,September,13.420888888888891
2024-07-31,Monitor,Accessories,West,2,1390,316.31,2024,7,July,22.75611510791367
2023-04-21,Camera,Electronics,South,5,5155,1325.16,2023,4,April,25.70630455868089
2022-07-09,Smartwatch,Electronics,North,5,1025,262.91,2022,7,July,25.649756097560978
2024-07-31,Mouse,Accessories,South,3,1785,244.52,2024,7,July,13.69859943977591
2022-09-30,Smartwatch,Electronics,North,9,2952,605.85,2022,9,September,20.523373983739837
2024-12-25,Headphones,Accessories,East,1,773,181.52,2024,12,December,23.482535575679172
2023-03-30,Tablet,Electronics,North,8,1640,361.48,2023,3,March,22.041463414634148
2023-10-02,Keyboard,Accessories,East,1,1017,69.33,2023,10,October,6.817109144542773
2022-05-23,Headphones,Accessories,East,4,1964,349.91,2022,5,May,17.816191446028515
2023-04-05,Mouse,Accessories,North,3,2994,638.59,2023,4,April,21.328991315965265
2023-10-08,Printer,Office,East,9,8046,2210.33,2023,10,October,27.47116579666915
2022-05-22,Printer,Office,West,2,1874,271.5,2022,5,May,14.487726787620064
2023-08-19,Mouse,Accessories,North,8,6008,871.76,2023,8,August,14.509986684420772
2023-09-06,Camera,Electronics,East,8,7240,411.19,2023,9,September,5.679419889502762
2024-06-17,Monitor,Accessories,South,9,1188,348.31,2024,6,June,29.319023569023567
2024-12-22,Headphones,Accessories,North,9,2997,163.34,2024,12,December,5.450116783450117
2023-02-02,Printer,Office,West,9,7524,2017.85,2023,2,February,26.81884635832004
2022-10-13,Monitor,Accessories,North,5,3625,268.73,2022,10,October,7.413241379310345
2024-03-31,Laptop,Electronics,East,8,6952,871.2,2024,3,March,12.531645569620252
2023-05-29,Camera,Electronics,North,9,1053,283.58,2023,5,May,26.9306742640076
2024-12-21,Monitor,Accessories,North,9,6696,1224.22,2024,12,December,18.282855436081245
2024-10-09,Headphones,Accessories,North,2,1420,93.59,2024,10,October,6.590845070422535
2023-12-29,Camera,Electronics,West,9,9972,2566.01,2023,12,December,25.73215002005616
2022-11-28,Laptop,Electronics,South,8,3136,494.26,2022,11,November,15.760841836734693
2023-02-10,Camera,Electronics,West,3,225,20.52,2023,2,February,9.120000000000001
2022-05-12,Mouse,Accessories,East,3,1662,375.04,2022,5,May,22.56558363417569
2024-05-03,Printer,Office,West,4,500,85.96,2024,5,May,17.192
2022-08-02,Smartphone,Electronics,North,8,3168,747.33,2022,8,August,23.58996212121212
2023-12-31,Smartphone,Electronics,East,1,622,104.57,2023,12,December,16.811897106109324
2022-04-03,Tablet,Electronics,North,3,1233,361.12,2022,4,April,29.28791565287916
2024-01-19,Laptop,Electronics,West,3,573,116.14,2024,1,January,20.26876090750436
2022-02-18,Tablet,Electronics,South,1,702,129.34,2022,2,February,18.424501424501425
2024-05-14,Laptop,Electronics,South,8,4832,1261.06,2024,5,May,26.098096026490065
2023-01-17,Printer,Office,North,5,3765,670.8,2023,1,January,17.816733067729082
2024-05-05,Camera,Electronics,North,8,6928,1415.16,2024,5,May,20.426674364896076
2023-02-01,Headphones,Accessories,West,7,1624,436.13,2023,2,February,26.855295566502463
2023-04-01,Headphones,Accessories,North,1,68,10.39,2023,4,April,15.279411764705882
2023-06-04,Mouse,Accessories,North,1,651,187.99,2023,6,June,28.877112135176652
2024-09-16,Printer,Office,North,7,6293,718.49,2024,9,September,11.417289051326872
2023-02-16,Keyboard,Accessories,West,2,1068,85.71,2023,2,February,8.025280898876403
2023-10-17,Keyboard,Accessories,North,1,381,26.69,2023,10,October,7.005249343832021
2022-07-21,Printer,Office,South,2,2016,426.43,2022,7,July,21.152281746031747
2024-02-10,Headphones,Accessories,West,2,1224,340.67,2024,2,February,27.832516339869283
2022-10-23,Monitor,Accessories,South,5,2180,400.01,2022,10,October,18.34908256880734
2024-09-12,Laptop,Electronics,North,9,2853,353.09,2024,9,September,12.376095338240448
2022-10-04,Mouse,Accessories,South,1,272,45.33,2022,10,October,16.665441176470587
2022-03-14,Smartphone,Electronics,North,4,2640,183.23,2022,3,March,6.940530303030303
2024-04-26,Monitor,Accessories,North,2,488,129.02,2024,4,April,26.438524590163937
2023-11-10,Printer,Office,South,8,9184,1795.93,2023,11,November,19.55498693379791
2024-04-12,Tablet,Electronics,North,5,280,23.98,2024,4,April,8.564285714285715
2024-10-03,Keyboard,Accessories,East,3,2889,604.45,2024,10,October,20.922464520595362
2024-07-18,Laptop,Electronics,West,1,625,125.9,2024,7,July,20.144000000000002
2024-04-16,Keyboard,Accessories,South,8,7056,538.48,2024,4,April,7.6315192743764175
2023-07-11,Tablet,Electronics,West,8,3936,720.2,2023,7,July,18.297764227642276
2022-09-19,Smartwatch,Electronics,East,6,2472,363.38,2022,9,September,14.699838187702266
2022-06-19,Mouse,Accessories,West,5,855,67.57,2022,6,June,7.902923976608187
2024-02-25,Mouse,Accessories,West,3,3480,560.39,2024,2,February,16.10316091954023
2023-03-07,Camera,Electronics,South,1,846,103.3,2023,3,March,12.210401891252955
2022-03-09,Keyboard,Accessories,North,1,158,46.24,2022,3,March,29.26582278481013
2022-12-31,Mouse,Accessories,South,9,3186,583.24,2022,12,December,18.306340238543626
2024-02-01,Mouse,Accessories,North,7,6972,969.43,2024,2,February,13.90461847389558
2024-04-15,Mouse,Accessories,East,5,1745,449.64,2024,4,April,25.767335243553006
2024-05-15,Laptop,Electronics,East,8,4256,372.95,2024,5,May,8.762922932330827
2022-04-14,Keyboard,Accessories,South,3,1674,499.63,2022,4,April,29.84647550776583
2024-09-25,Camera,Electronics,North,8,6488,1072.86,2024,9,September,16.536066584463622
2022-03-05,Tablet,Electronics,East,5,3530,803.86,2022,3,March,22.772237960339943
2022-09-03,Mouse,Accessories,North,2,632,87.45,2022,9,September,13.837025316455698
2024-11-09,Monitor,Accessories,North,7,3675,236.8,2024,11,November,6.443537414965987
2023-09-12,Smartwatch,Electronics,West,6,5592,926.42,2023,9,September,16.566881258941343
2023-02-11,Keyboard,Accessories,East,6,6432,807.94,2023,2,February,12.561256218905474
2023-08-27,Camera,Electronics,East,3,3069,503.3,2023,8,August,16.399478657543174
2023-05-26,Keyboard,Accessories,North,7,2898,490.11,2023,5,May,16.9120082815735
2024-05-30,Tablet,Electronics,North,4,3960,632.76,2024,5,May,15.978787878787879
2024-07-31,Tablet,Electronics,South,3,1476,85.16,2024,7,July,5.769647696476964
2023-11-14,Printer,Office,East,2,1058,298.69,2023,11,November,28.23156899810964
2023-11-27,Monitor,Accessories,South,5,1215,162.02,2023,11,November,13.334979423868312
2024-03-04,Camera,Electronics,North,3,204,20.43,2024,3,March,10.01470588235294
2024-12-24,Tablet,Electronics,West,7,4137,221.66,2024,12,December,5.35798888083152
2022-05-21,Camera,Electronics,West,5,250,16.81,2022,5,May,6.723999999999999
2022-09-14,Tablet,Electronics,West,5,1185,254.34,2022,9,September,21.463291139240507
2024-03-12,Headphones,Accessories,South,2,1504,108.52,2024,3,March,7.215425531914893
2024-06-28,Keyboard,Accessories,West,6,6888,945.07,2024,6,June,13.720528455284553
2024-12-25,Smartphone,Electronics,West,3,3588,958.84,2024,12,December,26.723522853957636
2022-11-18,Laptop,Electronics,South,7,1477,367.22,2022,11,November,24.862559241706165
2022-10-22,Smartwatch,Electronics,East,8,1280,131.56,2022,10,October,10.278125000000001
2024-11-16,Tablet,Electronics,South,7,7161,630.76,2024,11,November,8.808267001815388
2023-03-13,Printer,Office,North,5,1850,346.4,2023,3,March,18.724324324324325
2023-12-27,Mouse,Accessories,East,3,3378,520.31,2023,12,December,15.402901124925991
2024-10-30,Laptop,Electronics,West,7,7672,2046.38,2024,10,October,26.673357664233578
2024-11-03,Tablet,Electronics,South,6,4254,938.66,2024,11,November,22.06535025858016
2024-11-19,Keyboard,Accessories,East,5,2285,279.9,2024,11,November,12.249452954048138
2024-04-29,Keyboard,Accessories,West,7,5775,680.6,2024,4,April,11.785281385281387
2022-10-21,Smartphone,Electronics,North,9,9360,910.35,2022,10,October,9.725961538461538
2023-01-25,Printer,Office,North,8,6936,1156.52,2023,1,January,16.674163783160324
2022-05-17,Camera,Electronics,East,9,5634,464.71,2022,5,May,8.248313809016684
2024-03-29,Smartphone,Electronics,North,4,2644,731.86,2024,3,March,27.680030257186083
2023-11-22,Headphones,Accessories,North,1,247,35.65,2023,11,November,14.4331983805668
2023-09-24,Laptop,Electronics,East,7,1869,357.27,2023,9,September,19.115569823434992
2024-07-17,Smartwatch,Electronics,West,7,1988,430.59,2024,7,July,21.659456740442653
2023-06-17,Laptop,Electronics,West,4,1920,549.11,2023,6,June,28.59947916666667
2024-05-20,Headphones,Accessories,West,3,2577,196.37,2024,5,May,7.6201008925106715
2024-06-10,Camera,Electronics,East,3,828,117.95,2024,6,June,14.245169082125605
